VendorID	tpep_pickup_datetime	tpep_dropoff_datetime	passenger_count	trip_distance	pickup_longitude	pickup_latitude	RatecodeID	store_and_fwd_flag	dropoff_longitude	dropoff_latitude	payment_type	fare_amount	extra	mta_tax	tip_amount	tolls_amount	improvement_surcharge	total_amount
1	2016-01-29 09:18:34	2016-01-29 09:36:11	1	3.7	-74.0143280029297	40.709434509277344	1	N	-73.99480438232422	40.75040054321289	1	15.0	0.0	0.5	3.15	0.0	0.3	18.95
1	2016-01-29 09:18:34	2016-01-29 09:31:21	1	0.9	-73.9927749633789	40.74300003051758	1	N	-73.97705841064453	40.73904418945313	2	9.0	0.0	0.5	0.0	0.0	0.3	9.8
1	2016-01-29 09:18:34	2016-01-29 09:27:31	1	1.2	-74.00835418701173	40.73612594604492	1	N	-74.0101547241211	40.7197494506836	1	7.5	0.0	0.5	1.0	0.0	0.3	9.3
1	2016-01-29 09:18:34	2016-01-29 09:34:43	1	0.8	-73.9615478515625	40.75778579711913	1	N	-73.97261047363281	40.75890350341797	1	10.5	0.0	0.5	1.7	0.0	0.3	13.0
1	2016-01-29 09:18:34	2016-01-29 09:32:33	1	2.3	-74.00882720947266	40.71916961669922	1	N	-73.99072265625	40.69449234008789	2	11.5	0.0	0.5	0.0	0.0	0.3	12.3
1	2016-01-29 09:18:34	2016-01-29 09:33:12	1	1.5	-73.9773712158203	40.74959182739258	1	N	-73.97605895996094	40.76393127441406	1	10.5	0.0	0.5	1.0	0.0	0.3	12.3
2	2016-01-29 09:18:34	2016-01-29 09:41:45	3	2.64	-73.95090484619139	40.771568298339844	1	N	-73.98079681396483	40.7623405456543	1	15.5	0.0	0.5	2.0	0.0	0.3	18.3
2	2016-01-29 09:18:34	2016-01-29 09:26:19	1	0.67	-73.98413848876955	40.76818084716797	1	N	-73.97344207763672	40.764427185058594	1	6.5	0.0	0.5	1.1	0.0	0.3	8.4
2	2016-01-29 09:18:34	2016-01-29 09:31:24	1	1.12	-73.99071502685547	40.75111770629883	1	N	-73.9728775024414	40.74642181396485	2	9.0	0.0	0.5	0.0	0.0	0.3	9.8
2	2016-01-29 09:18:34	2016-01-29 09:22:20	1	0.2	-73.989990234375	40.75730514526367	1	N	-73.9875259399414	40.76030349731445	1	4.0	0.0	0.5	1.2	0.0	0.3	6.0
1	2016-01-29 09:18:35	2016-01-29 09:27:51	1	1.0	-73.96171569824219	40.7642822265625	1	N	-73.9703369140625	40.75210189819336	2	7.5	0.0	0.5	0.0	0.0	0.3	8.3
1	2016-01-29 09:18:35	2016-01-29 09:26:01	1	0.5	-74.0052032470703	40.71846008300781	1	N	-74.01133728027342	40.714859008789055	1	6.5	0.0	0.5	2.0	0.0	0.3	9.3
2	2016-01-29 09:18:35	2016-01-29 09:33:11	1	1.98	-73.98139190673827	40.72890853881836	1	N	-73.9693832397461	40.74871063232422	2	12.0	0.0	0.5	0.0	0.0	0.3	12.8
2	2016-01-29 09:18:35	2016-01-29 09:29:54	1	1.03	-73.9823989868164	40.75136947631836	1	N	-73.9969024658203	40.75139999389648	1	8.0	0.0	0.5	2.0	0.0	0.3	10.8
2	2016-01-29 09:18:36	2016-01-29 09:33:44	1	1.79	-73.98275756835938	40.77191162109375	1	N	-73.99124908447266	40.749168395996094	2	10.5	0.0	0.5	0.0	0.0	0.3	11.3
2	2016-01-29 09:18:36	2016-01-29 09:33:50	6	1.81	-73.95050048828125	40.77976989746094	1	N	-73.96833038330078	40.76163864135742	1	11.0	0.0	0.5	0.0	0.0	0.3	11.8
2	2016-01-29 09:18:36	2016-01-29 09:31:00	2	0.62	-73.96589660644531	40.75969314575195	1	N	-73.97599029541014	40.76374435424805	1	8.5	0.0	0.5	1.0	0.0	0.3	10.3
2	2016-01-29 09:18:36	2016-01-29 09:32:05	1	1.81	-73.99549102783203	40.71709060668945	1	N	-74.01376342773438	40.71479034423828	1	10.5	0.0	0.5	2.0	0.0	0.3	13.3
1	2016-01-29 09:18:37	2016-01-29 09:28:49	1	0.9	-73.99522399902342	40.7497444152832	1	N	-73.9862060546875	40.7622184753418	1	8.0	0.0	0.5	1.75	0.0	0.3	10.55
1	2016-01-29 09:18:37	2016-01-29 09:56:54	1	10.2	-73.87276458740234	40.77375411987305	1	N	-73.97306060791014	40.76177215576172	1	35.0	0.0	0.5	8.25	5.54	0.3	49.59
1	2016-01-29 09:18:37	2016-01-29 09:32:20	1	1.7	-74.00558471679686	40.738765716552734	1	N	-73.99439239501955	40.71966171264648	1	10.0	0.0	0.5	2.15	0.0	0.3	12.95
2	2016-01-29 09:18:37	2016-01-29 09:49:44	1	2.72	-73.9745864868164	40.787940979003906	1	N	-73.95702362060547	40.76261901855469	2	19.5	0.0	0.5	0.0	0.0	0.3	20.3
2	2016-01-29 09:18:37	2016-01-29 09:30:41	1	1.3	-73.96511840820312	40.76916122436523	1	N	-73.9768829345703	40.75862884521485	2	9.0	0.0	0.5	0.0	0.0	0.3	9.8
2	2016-01-29 09:18:37	2016-01-29 09:37:56	1	1.31	-73.95677185058595	40.77806854248047	1	N	-73.96105194091797	40.76633834838867	1	12.5	0.0	0.5	2.66	0.0	0.3	15.96
1	2016-01-29 09:18:38	2016-01-29 09:23:06	1	1.0	-74.00994873046875	40.72114181518555	1	N	-74.01556396484375	40.70798110961913	1	5.5	0.0	0.5	1.25	0.0	0.3	7.55
1	2016-01-29 09:18:38	2016-01-29 09:27:30	1	0.7	-73.97471618652342	40.75032806396485	1	N	-73.96749877929686	40.76054382324219	2	7.0	0.0	0.5	0.0	0.0	0.3	7.8
1	2016-01-29 09:18:38	2016-01-29 09:26:15	2	0.6	-73.97954559326173	40.74933242797852	1	N	-73.9861602783203	40.743412017822266	2	6.5	0.0	0.5	0.0	0.0	0.3	7.3
1	2016-01-29 09:18:38	2016-01-29 09:31:21	3	1.4	-73.9549102783203	40.7657356262207	1	N	-73.97164154052734	40.75761413574219	2	9.5	0.0	0.5	0.0	0.0	0.3	10.3
2	2016-01-29 09:18:38	2016-01-29 09:28:24	1	1.15	-73.98733520507811	40.72471618652344	1	N	-73.97684478759766	40.739166259765625	1	8.5	0.0	0.5	1.0	0.0	0.3	10.3
